Symbol,Name,Exchange,Type,Category,Currency,Unit,LastPrice,YearLow,YearHigh,MarketCapitalisation,AverageDailyVolume
PUZ.SG,PONGS & ZAHN,STU,EQUITY,Chemicals - Major Diversified,EUR,Share,0.131,0.021,0.235,,708
MTX,Minerals Technologies Inc.,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,67.99,56.37,77.95,2.29B,202519
NOCIL.BO,NOCIL Limited,BSE,EQUITY,Chemicals - Major Diversified,,Share,,,,,
PWNCA.AX,Potash West NL,ASX,EQUITY,Chemicals - Major Diversified,AUD,Share,0.009,0.003,0.016,1.16M,14899
LIN.DE,Linde Aktiengesellschaft,GER,EQUITY,Chemicals - Major Diversified,EUR,Share,173.03,142.85,195.55,33.11B,496552
NATPEROX.BO,National Peroxide Limited,BSE,EQUITY,Chemicals - Major Diversified,,Share,,,,,
APD,Air Products & Chemicals Inc.,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,142.72,118.20,158.20,29.46B,1058630
JAYCH.BO,Jayshree Chemicals Ltd.,BSE,EQUITY,Chemicals - Major Diversified,,Share,,,,,
ACET,Aceto Corp.,NMS,EQUITY,Chemicals - Major Diversified,USD,Share,24.39,16.52,25.97,681.00M,137321
NPX.AX,Nuplex Industries Limited,ASX,EQUITY,Chemicals - Major Diversified,AUD,Share,3.72,2.55,3.97,723.07M,19857
RYAM,Rayonier Advanced Materials Inc.,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,16.04,13.32,44.18,586.01M,466052
KUY.BE,KURARAY CO LTD,BER,EQUITY,Chemicals - Major Diversified,EUR,Share,11.346,8.582,13.125,,21
YIZH.MU,SINOPEC YIZHENG -H-,MUN,EQUITY,Chemicals - Major Diversified,EUR,Share,0.40,0.17,0.57,,
TROX,Tronox Limited,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,15.99,12.93,31.05,1.67B,549856
FF,FutureFuel Corp.,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,12.82,9.94,16.55,560.08M,112775
SQM,Chemical & Mining Co. of Chile Inc.,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,17.33,13.78,30.06,3.80B,652889
YIZH.SG,SINOPEC YIZHENG -H-,STU,EQUITY,Chemicals - Major Diversified,EUR,Share,0.159,0.159,0.281,,3000
OCIP,OCI Partners LP,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,17.01,14.57,21.49,1.47B,26843
BCPC,Balchem Corp.,NMS,EQUITY,Chemicals - Major Diversified,USD,Share,58.52,48.89,69.92,1.72B,166563
GODREJIND.BO,Godrej Industries Ltd.,BSE,EQUITY,Chemicals - Major Diversified,,Share,,,,,
LIN.HA,LINDE,HAN,EQUITY,Chemicals - Major Diversified,EUR,Share,173.05,143.50,193.67,,66
KANORICHE.NS,Kanoria Chemicals & Industries Ltd.,NSI,EQUITY,Chemicals - Major Diversified,,Share,,,,,
WCH.DE,Wacker Chemie AG,GER,EQUITY,Chemicals - Major Diversified,EUR,Share,97.75,79.78,117.80,4.63B,111749
ASAA.MU,ASAHI KASEI,MUN,EQUITY,Chemicals - Major Diversified,EUR,Share,7.78,5.67,9.64,,
FPE.DU,FUCHS PETROLUB,DUS,EQUITY,Chemicals - Major Diversified,EUR,Share,34.977,25.000,36.950,,180
TREC,Trecora Resources,NYQ,EQUITY,Chemicals - Major Diversified,USD,Share,14.62,10.55,16.50,395.67M,63130
SEH.BE,SHIN-ETSU CHEMICAL,BER,EQUITY,Chemicals - Major Diversified,EUR,Share,54.03,44.90,63.53,,45
DIK.BE,DENKI KAGAKU KOGYO,BER,EQUITY,Chemicals - Major Diversified,EUR,Share,3.985,2.331,4.330,,22
SGL.DE,SGL Carbon SE,GER,EQUITY,Chemicals - Major Diversified,EUR,Share,14.799,12.000,23.599,1.42B,148870
NPX.NZ,Nuplex Industries Limited,NZE,EQUITY,Chemicals - Major Diversified,NZD,Share,4.13,2.76,4.33,822.12M,807956
VIVIDIND.BO,Vivid Global Industries Limited,BSE,EQUITY,Chemicals - Major Diversified,,Share,,,,,
VPCO,Vapor Corp.,NCM,EQUITY,Cigarettes,USD,Share,1.78,1.00,22.50,9.96M,81192
RBT.PA,Robertet SA,PAR,EQUITY,Chemicals - Major Diversified,EUR,Share,214.46,152.00,232.00,486.96M,235
EJF.MU,ECOGREEN FINE CHEM,MUN,EQUITY,Chemicals - Major Diversified,EUR,Share,0.319,0.178,0.323,,
BTI,British American Tobacco plc,ASE,EQUITY,Cigarettes,USD,Share,109.67,102.50,121.44,105.90B,247627
AHII,American Heritage International Inc.,OBB,EQUITY,Cigarettes,USD,Share,0.00,0.00,0.53,109780.00,
TOS.DU,TOSOH CORP,DUS,EQUITY,Chemicals - Major Diversified,EUR,Share,5.443,2.739,5.829,,50
RAI,Reynolds American Inc.,NYQ,EQUITY,Cigarettes,USD,Share,75.19,55.22,77.96,41.31B,3480160
SCL,Stepan Company,NYQ,EQUITY,Cleaning Products,USD,Share,52.60,36.34,55.22,1.22B,101563
MO,Altria Group Inc.,NYQ,EQUITY,Cigarettes,USD,Share,49.75,40.26,56.70,100.95B,6694720
VGR,Vector Group Ltd.,NYQ,EQUITY,Cigarettes,USD,Share,22.88,19.06,24.22,2.83B,590736
TIS,Orchids Paper Products Company,ASE,EQUITY,Cleaning Products,USD,Share,23.66,21.42,31.49,254.42M,113390
OBCI,Ocean Bio-Chem Inc.,NCM,EQUITY,Cleaning Products,USD,Share,3.7474,2.9000,6.9800,29.99M,10981
SWSH,Swisher Hygiene Inc.,NCM,EQUITY,Cleaning Products,USD,Share,1.29,0.83,4.58,15.68M,21690
ECL,Ecolab Inc.,NYQ,EQUITY,Cleaning Products,USD,Share,114.41,97.78,118.46,34.15B,1068820
CHD,Church & Dwight Co. Inc.,NYQ,EQUITY,Cleaning Products,USD,Share,83.31,63.85,87.25,11.10B,586184
MCI.V,Golden Virtue Resources Inc.,VAN,EQUITY,Closed-End Fund - Debt,CAD,Share,0.29,0.20,0.60,4.47M,29255
MHI.V,Mineral Hill Industries Ltd.,VAN,EQUITY,Closed-End Fund - Debt,CAD,Share,0.20,0.06,0.21,,
NAC.V,Legend Gold Corp.,VAN,EQUITY,Closed-End Fund - Debt,CAD,Share,0.00,0.30,0.30,15.68M,
SGM,Stonegate Mortgage Corporation,NYQ,EQUITY,Closed-End Fund - Debt,USD,Share,10.23,9.34,15.35,255.22M,25825
TICC,TICC Capital Corp.,NMS,EQUITY,Closed-End Fund - Debt,USD,Share,6.90,6.54,9.86,397.11M,308936
VCV.V,Vatic Ventures Corp.,VAN,EQUITY,Closed-End Fund - Debt,CAD,Share,0.02,0.01,0.09,239340.00,2855
EFR.TO,Energy Fuels Inc.,TOR,EQUITY,Closed-End Fund - Debt,CAD,Share,5.60,4.88,9.00,107.44M,28750
TM.V,Tumi Resources Limited,VAN,EQUITY,Closed-End Fund - Equity,CAD,Share,0.06,0.05,0.18,889400.00,723
ADX,The Adams Express Company,NYQ,EQUITY,Closed-End Fund - Equity,USD,Share,14.11,12.76,14.90,1.36B,96368
CIEN,Ciena Corporation,NYQ,EQUITY,Communication Equipment,USD,Share,24.58,13.77,26.20,2.88B,2914300
PEO,Petroleum & Resources Corporation,NYQ,EQUITY,Closed-End Fund - Equity,USD,Share,23.02,21.50,31.68,608.66M,56043
GPM.V,GPM Metals Inc.,VAN,EQUITY,Closed-End Fund - Equity,CAD,Share,0.12,0.05,0.19,13.51M,65364
FJK.BE,FUJIKURA,BER,EQUITY,Communication Equipment,EUR,Share,4.953,2.845,5.107,,15
ET.TO,Evertz Technologies Ltd.,TOR,EQUITY,Communication Equipment,CAD,Share,16.20,14.82,18.73,1.21B,31850
EXF.TO,EXFO Inc,TOR,EQUITY,Communication Equipment,CAD,Share,4.11,3.59,5.20,201.38M,4169
RWC,RELM Wireless Corp.,ASE,EQUITY,Communication Equipment,USD,Share,5.17,3.52,6.75,58.48M,11095
QCI.F,QUALCOMM,FRA,EQUITY,Communication Equipment,EUR,Share,59.483,53.423,70.200,,1203
FJK.F,FUJIKURA,FRA,EQUITY,Communication Equipment,EUR,Share,4.960,2.845,5.127,,533
OKI.BE,OKI ELECTRIC,BER,EQUITY,Communication Equipment,EUR,Share,1.860,1.521,2.019,,
IDSY,ID Systems Inc.,NGM,EQUITY,Communication Equipment,USD,Share,6.29,4.89,7.88,70.22M,64402
FZM.DE,ZTE Corp.,GER,EQUITY,Communication Equipment,EUR,Share,2.378,1.267,2.892,8.99B,6118
NMRX,Numerex Corp.,NMS,EQUITY,Communication Equipment,USD,Share,8.71,8.16,13.17,168.39M,105860
NTC.AX,NetComm Wireless Limited,ASX,EQUITY,Communication Equipment,AUD,Share,0.693,0.350,0.810,94.85M,124736
LRD.L,Laird PLC,LSE,EQUITY,Communication Equipment,GBp,Share,377.7490,259.4540,413.3000,1.01B,284728
MBQ.DE,Mobotix AG,GER,EQUITY,Communication Equipment,EUR,Share,12.26,6.70,14.00,168.16M,6190
IIJI,Internet Initiative Japan Inc.,NMS,EQUITY,Communication Equipment,USD,Share,8.37,7.56,12.01,769.07M,1949
BB.TO,BlackBerry Limited,TOR,EQUITY,Communication Equipment,CAD,Share,11.11,9.50,15.10,5.36B,1635420
INFN,Infinera Corporation,NMS,EQUITY,Communication Equipment,USD,Share,21.21,8.64,22.95,2.71B,1733470
QCI.SG,QUALCOMM,STU,EQUITY,Communication Equipment,EUR,Share,59.256,53.700,69.900,,240
IFON,Infosonics Corp.,NCM,EQUITY,Communication Equipment,USD,Share,2.74,1.06,3.84,38.97M,130319
ALLT,Allot Communications Ltd.,NMS,EQUITY,Communication Equipment,USD,Share,7.26,5.18,13.58,183.46M,145465
FZM.SG,ZTE -H-,STU,EQUITY,Communication Equipment,EUR,Share,2.339,1.257,2.856,,6005
CTV,Qwest Corp.,NYQ,EQUITY,Communication Equipment,USD,Share,26.08,24.25,26.91,,59052
CDV.TO,COM DEV International Ltd.,TOR,EQUITY,Communication Equipment,CAD,Share,5.46,3.45,6.05,436.86M,100383
SATS,EchoStar Corp.,NMS,EQUITY,Communication Equipment,USD,Share,49.68,43.00,56.00,4.41B,135205
NOK,Nokia Corporation,NYQ,EQUITY,Communication Equipment,USD,Share,7.05,6.26,8.73,24.39B,23146600
QCOM,QUALCOMM Incorporated,NMS,EQUITY,Communication Equipment,USD,Share,66.20,61.48,81.97,104.19B,11274800
DRWI,DragonWave Inc.,NMS,EQUITY,Communication Equipment,USD,Share,0.55,0.44,2.08,34.65M,161011
FKWL,Franklin Wireless Corp.,PNK,EQUITY,Communication Equipment,USD,Share,1.57,1.08,1.86,14.75M,1858
VINDHYATE.NS,Vindhya Telelinks Ltd.,NSI,EQUITY,Communication Equipment,,Share,,,,,
BDR,Blonder Tongue Laboratories Inc.,ASE,EQUITY,Communication Equipment,USD,Share,0.7889,0.6400,2.8800,5.00M,56254
JCS,Communications Systems Inc.,NGM,EQUITY,Communication Equipment,USD,Share,10.87,10.00,12.65,90.60M,8173
MFON,Mobivity Holdings Corp.,PNK,EQUITY,Communication Equipment,USD,Share,0.833,0.750,1.680,23.27M,7156
FZM.MU,ZTE -H-,MUN,EQUITY,Communication Equipment,EUR,Share,2.388,1.263,2.843,,3984
HLIT,Harmonic Inc.,NMS,EQUITY,Communication Equipment,USD,Share,6.98,5.61,7.98,618.84M,368484
PTSC,Patriot Scientific Corporation,PNK,EQUITY,Communication Equipment,USD,Share,0.032,0.020,0.080,17.66M,210768
CRNT,Ceragon Networks Ltd.,NMS,EQUITY,Communication Equipment,USD,Share,1.16,0.88,2.64,94.12M,222537
RITT,RiT Technologies Ltd.,NCM,EQUITY,Communication Equipment,USD,Share,0.87,0.56,2.65,16.94M,42787
TLFN.SG,ZHONE TECH,STU,EQUITY,Communication Equipment,EUR,Share,2.142,1.106,2.757,,726
PNTR,Pointer Telocation Ltd.,NCM,EQUITY,Communication Equipment,USD,Share,8.33,6.19,9.50,56.12M,13864
AVO.TO,Avigilon Corporation,TOR,EQUITY,Communication Equipment,CAD,Share,17.88,13.15,25.75,833.42M,275572
CALX,Calix Inc.,NYQ,EQUITY,Communication Equipment,USD,Share,7.99,6.86,11.60,380.77M,343206
AKSHOPTFBR.BO,Aksh Optifibre Limited,BSE,EQUITY,Communication Equipment,,Share,,,,,
KKE.BE,HITACHI KOKUSAI EL,BER,EQUITY,Communication Equipment,EUR,Share,13.136,9.855,14.020,,3
BYL.TO,Baylin Technologies Inc.,TOR,EQUITY,Communication Equipment,CAD,Share,1.72,1.50,4.45,29.97M,6039
SVC.TO,Sandvine Corporation,TOR,EQUITY,Communication Equipment,CAD,Share,3.86,2.34,4.57,535.24M,605673
HRS,Harris Corporation,NYQ,EQUITY,Communication Equipment,USD,Share,78.59,60.78,82.79,8.43B,1007790
WSGI,World Surveillance Group Inc.,PNK,EQUITY,Communication Equipment,USD,Share,0.001,0.001,0.006,737844.00,886937
WAL.AX,Wavenet International Ltd.,ASX,EQUITY,Communication Equipment,AUD,Share,0.007,0.004,0.030,388339.00,1146
NTGR,Netgear Inc.,NMS,EQUITY,Communication Equipment,USD,Share,30.56,28.31,36.70,1.02B,310564
KVHI,KVH Industries Inc.,NMS,EQUITY,Communication Equipment,USD,Share,13.19,10.87,15.79,220.49M,39384
MNW.TO,Mitel Networks Corporation,TOR,EQUITY,Communication Equipment,CAD,Share,11.26,8.83,14.00,1.15B,261952
STC.V,Sangoma Technologies Corp.,VAN,EQUITY,Communication Equipment,CAD,Share,0.29,0.27,0.35,8.77M,11125
CMTL,Comtech Telecommunications Corp.,NMS,EQUITY,Communication Equipment,USD,Share,29.76,26.30,40.69,496.47M,83618
WTT,Wireless Telecom Group Inc.,ASE,EQUITY,Communication Equipment,USD,Share,2.2009,1.3600,3.2500,41.72M,27851
QCI.MU,QUALCOMM,MUN,EQUITY,Communication Equipment,EUR,Share,59.57,53.67,70.18,,25
ADTN,ADTRAN Inc.,NMS,EQUITY,Communication Equipment,USD,Share,16.71,15.67,24.13,921.35M,779154
GILT,Gilat Satellite Networks Ltd.,NMS,EQUITY,Communication Equipment,USD,Share,5.568,4.420,7.070,242.93M,27468
TESS,TESSCO Technologies Inc.,NMS,EQUITY,Communication Equipment,USD,Share,19.57,17.94,34.28,162.18M,36402
FZM.BE,ZTE -H-,BER,EQUITY,Communication Equipment,EUR,Share,2.356,1.251,2.779,,1840
PARRO.PA,Parrot S.A.,PAR,EQUITY,Communication Equipment,EUR,Share,36.78,14.80,49.20,601.20M,66532
JDSU,JDS Uniphase Corporation,NMS,EQUITY,Communication Equipment,USD,Share,12.31,10.62,14.25,2.64B,2358140
QCI.BE,QUALCOMM,BER,EQUITY,Communication Equipment,EUR,Share,59.93,53.74,70.10,,142
BLOX,Infoblox Inc.,NYQ,EQUITY,Communication Equipment,USD,Share,26.62,11.78,28.03,1.50B,670352
QCI.DE,QUALCOMM Incorporated,GER,EQUITY,Communication Equipment,EUR,Share,0.00,53.44,70.36,95.15B,1188
NOAA.DE,Nokia Corporation,GER,EQUITY,Communication Equipment,EUR,Share,6.301,5.431,7.900,22.00B,1271
ANDR,Andrea Electronics Corporation,PNK,EQUITY,Communication Equipment,USD,Share,0.07,0.04,0.14,4.46M,61176
AXX.TO,Axia NetMedia Corporation,TOR,EQUITY,Communication Equipment,CAD,Share,3.27,2.23,3.51,203.69M,52841
TTZ.V,Total Telcom Inc.,VAN,EQUITY,Communication Equipment,CAD,Share,0.031,0.015,0.040,617875.00,4333
NOKN.MX,Nokia Corporation,MEX,EQUITY,Communication Equipment,MXN,Share,109.19,91.00,122.52,398.62B,801
AUDC,AudioCodes Ltd.,NMS,EQUITY,Communication Equipment,USD,Share,3.59,2.99,7.26,136.39M,123206
FEIM,Frequency Electronics Inc.,NGM,EQUITY,Communication Equipment,USD,Share,11.66,10.00,14.80,97.14M,11197
TLFN.F,ZHONE TECH,FRA,EQUITY,Communication Equipment,EUR,Share,2.148,1.118,2.756,,1133
NII.TO,Norsat International Inc.,TOR,EQUITY,Communication Equipment,CAD,Share,6.17,0.55,7.05,35.46M,4706
ZHNE,Zhone Technologies Inc.,NCM,EQUITY,Communication Equipment,USD,Share,2.45,1.20,3.85,73.08M,172238
WRW.BE,SIERRA WIRELESS,BER,EQUITY,Communication Equipment,EUR,Share,24.32,13.85,40.89,,371
ORCT,Orckit Communications Ltd.,OBB,EQUITY,Communication Equipment,USD,Share,0.010,0.010,0.050,124400.01,50861
HEAR,Turtle Beach Corporation,NGM,EQUITY,Communication Equipment,USD,Share,2.06,1.75,9.32,92.72M,176014
VTC.L,The Vitec Group plc,LSE,EQUITY,Communication Equipment,GBp,Share,651.2370,539.0000,670.8500,292.50M,3952
SNA.V,Star Navigation Systems Group Ltd.,VAN,EQUITY,Communication Equipment,CAD,Share,0.04,0.03,0.07,10.03M,202673
TCCO,Technical Communications Corporation,NCM,EQUITY,Communication Equipment,USD,Share,3.70,3.38,6.51,6.62M,3706
ALU,Alcatel-Lucent,NYQ,EQUITY,Communication Equipment,USD,Share,3.74,2.28,4.96,9.90B,9125610
ADV.BE,ADVA OPTICAL NETWOR,BER,EQUITY,Communication Equipment,EUR,Share,7.361,2.420,10.030,,1200
AKSHOPTFB.NS,Aksh Optifibre Limited,NSI,EQUITY,Communication Equipment,,Share,,,,,
QCOM.BA,QUALCOMM Incorporated,BUE,EQUITY,Communication Equipment,,Share,,,,,
WEW.TO,Webtech Wireless Inc.,TOR,EQUITY,Communication Equipment,CAD,Share,2.58,1.32,2.70,50.36M,21400
TSTC,Telestone Technologies Corp.,PNK,EQUITY,Communication Equipment,USD,Share,0.007,0.001,0.090,84798.00,2911
QCOM.MX,QUALCOMM Incorporated,MEX,EQUITY,Communication Equipment,MXN,Share,1027.69,925.50,1150.00,1639.71B,5330
OCC,Optical Cable Corp.,NGM,EQUITY,Communication Equipment,USD,Share,3.68,3.38,5.56,25.50M,3281
KN,Knowles Corporation,NYQ,EQUITY,Communication Equipment,USD,Share,18.86,17.09,33.82,1.61B,1501910
FZM.F,ZTE -H-,FRA,EQUITY,Communication Equipment,EUR,Share,2.372,1.249,2.862,,3620
SW.TO,Sierra Wireless Inc.,TOR,EQUITY,Communication Equipment,CAD,Share,33.72,20.04,56.94,1.04B,92653
BLN.V,Blackline GPS Corp.,VAN,EQUITY,Communication Equipment,CAD,Share,1.96,1.80,3.10,43.34M,1842
OINA.BE,OPTION,BER,EQUITY,Communication Equipment,EUR,Share,0.270,0.231,0.383,,
KUD.F,KUDELSKI,FRA,EQUITY,Communication Equipment,EUR,Share,13.336,8.935,14.230,,613
KKE.F,HITACHI KOKUSAI EL,FRA,EQUITY,Communication Equipment,EUR,Share,13.146,9.854,14.033,,
MITL,Mitel Networks Corporation,NMS,EQUITY,Communication Equipment,USD,Share,9.04,7.75,11.29,902.93M,519752
VSAT,ViaSat Inc.,NMS,EQUITY,Communication Equipment,USD,Share,61.73,51.50,68.84,2.87B,213351
WJL.SG,WI-LAN,STU,EQUITY,Communication Equipment,EUR,Share,2.055,1.730,2.974,,123
KBC.DE,Kontron AG,GER,EQUITY,Computer Based Systems,EUR,Share,4.204,3.360,6.360,195.28M,141515
XTL.MU,ANOTO GROUP,MUN,EQUITY,Computer Based Systems,EUR,Share,0.07,0.03,0.14,,
RSYS,RadiSys Corporation,NMS,EQUITY,Computer Based Systems,USD,Share,2.74,1.79,3.44,102.82M,184146
HWP.SG,HEWLETT-PACKARD,STU,EQUITY,Computer Based Systems,EUR,Share,28.598,24.990,35.665,,335
XTL.BE,ANOTO GROUP,BER,EQUITY,Computer Based Systems,EUR,Share,0.08,0.02,0.16,,
TECA.BE,TOSHIBA TEC,BER,EQUITY,Computer Based Systems,EUR,Share,4.745,4.297,6.105,,
KBC.SG,KONTRON,STU,EQUITY,Computer Based Systems,EUR,Share,4.169,3.365,6.359,,4735
GWT.SG,GREAT WALL TECH -H-,STU,EQUITY,Computer Based Systems,,Share,,,,,
DAKT,Daktronics Inc.,NMS,EQUITY,Computer Based Systems,USD,Share,11.41,9.80,13.90,501.88M,162459
HWP.DE,Hewlett-Packard Company,GER,EQUITY,Computer Based Systems,EUR,Share,28.71,24.41,35.90,50.02B,2337
LXK,Lexmark International Inc.,NYQ,EQUITY,Computer Based Systems,USD,Share,45.04,37.18,51.77,2.77B,587756
GWT.F,GREAT WALL TECH -H-,FRA,EQUITY,Computer Based Systems,,Share,,,,,
SYR-H.V,Sky Ridge Resources Ltd.,VAN,EQUITY,Computer Based Systems,CAD,Share,0.000,0.055,1.580,524040.00,
WZM.F,WIZCOM TECH,FRA,EQUITY,Computer Based Systems,EUR,Share,0.010,0.006,0.039,,10914
WZM.BE,WIZCOM TECH,BER,EQUITY,Computer Based Systems,EUR,Share,0.009,0.005,0.029,,
VJET,Voxeljet AG,NYQ,EQUITY,Computer Peripherals,USD,Share,7.30,5.58,20.34,117.92M,134635
KTCC,Key Tronic Corp.,NGM,EQUITY,Computer Peripherals,USD,Share,10.84,7.50,12.49,110.15M,13064
RDCM,Radcom Ltd.,NCM,EQUITY,Computer Peripherals,USD,Share,10.57,4.97,13.63,82.95M,24743
TACT,TransAct Technologies Incorporated,NGM,EQUITY,Computer Peripherals,USD,Share,7.04,5.02,10.21,57.95M,19205
HAUP,Hauppauge Digital Inc.,PNK,EQUITY,Computer Peripherals,USD,Share,0.1237,0.0400,0.3000,1.01M,13168
VIDE,Video Display Corporation,NGM,EQUITY,Computer Peripherals,USD,Share,1.14,1.00,3.49,5.95M,7244
QUMU,Qumu Corporation,NMS,EQUITY,Computer Peripherals,USD,Share,8.14,6.80,15.87,74.27M,22735
SSYS,Stratasys Ltd.,NMS,EQUITY,Computer Peripherals,USD,Share,35.82,31.88,130.83,1.77B,1668870
INPH,Interphase Corp.,NCM,EQUITY,Computer Peripherals,USD,Share,0.73,0.50,3.98,4.94M,136889
OLED,Universal Display Corp.,NMS,EQUITY,Computer Peripherals,USD,Share,52.80,24.78,55.83,2.24B,593459
RSKIA,George Risk Industries Inc.,PNK,EQUITY,Computer Peripherals,USD,Share,8.32,7.24,8.97,40.99M,763
TECD,Tech Data Corp.,NMS,EQUITY,Computers Wholesale,USD,Share,60.50,52.22,71.31,2.10B,428756
MCZ,Mad Catz Interactive Inc.,ASE,EQUITY,Computer Peripherals,USD,Share,0.4271,0.3500,0.6500,28.92M,274564
USTR,United Stationers Inc.,NMS,EQUITY,Computers Wholesale,USD,Share,40.73,36.50,44.91,,179713
SZU.MU,SUEDZUCKER,MUN,EQUITY,Confectioners,EUR,Share,15.07,9.90,16.60,,1565
IM,Ingram Micro Inc.,NYQ,EQUITY,Computers Wholesale,USD,Share,26.19,22.22,30.46,3.90B,976286
JEYPORE.NS,Jeypore Sugar Company Ltd.,NSI,EQUITY,Confectioners,,Share,0,69,128,,
KOTARISUG.NS,Kothari Sugars and Chemicals Ltd.,NSI,EQUITY,Confectioners,,Share,,,,,
GFF.AX,Goodman Fielder Ltd.,ASX,EQUITY,Confectioners,,Share,,,,,
HSY,The Hershey Company,NYQ,EQUITY,Confectioners,USD,Share,90.89,87.79,111.35,20.25B,1300740
KMSUGAR.BO,KM Sugar Mills Ltd.,BSE,EQUITY,Confectioners,,Share,,,,,
LXU.F,TONGAAT HULETT,FRA,EQUITY,Confectioners,EUR,Share,9.060,8.312,12.555,,341
SZU.F,SUEDZUCKER,FRA,EQUITY,Confectioners,EUR,Share,15.094,9.901,16.670,,10834
RMCF,Rocky Mountain Chocolate Factory Inc.,NGM,EQUITY,Confectioners,USD,Share,13.06,11.89,15.60,77.17M,8470
THL.L,Tongaat Hulett Limited,LSE,EQUITY,Confectioners,GBp,Share,770.71,656.88,1002.92,,1
KESARENT.NS,Kesar Enterprises Limited,NSI,EQUITY,Confectioners,,Share,,,,,
DWARKESH.BO,Dwarikesh Sugar Industries Limited,BSE,EQUITY,Confectioners,,Share,,,,,
SZU.DE,Suedzucker AG,GER,EQUITY,Confectioners,EUR,Share,15.14,9.89,16.70,4.45B,659145
BAJAJHIND.NS,Bajaj Hindusthan Ltd.,NSI,EQUITY,Confectioners,,Share,,,,,
TR,Tootsie Roll Industries Inc.,NYQ,EQUITY,Confectioners,USD,Share,32.17,25.27,34.90,2.01B,90141
BAJAJHIND.BO,Bajaj Hindusthan Ltd.,BSE,EQUITY,Confectioners,,Share,,,,,
JEYPORE.BO,Jeypore Sugar Company Ltd.,BSE,EQUITY,Confectioners,,Share,,,,,
JAMN,Jammin Java Corp.,PNK,EQUITY,Confectioners,USD,Share,0.21,0.14,0.31,23.85M,267665
DWARKESH.NS,Dwarikesh Sugar Industries Limited,NSI,EQUITY,Confectioners,,Share,,,,,
SVW.AX,Seven Group Holdings Limited,ASX,EQUITY,Conglomerates,AUD,Share,6.60,5.05,7.95,1.78B,424139
FFI.AX,FFI Holdings Limited,ASX,EQUITY,Confectioners,AUD,Share,3.51,3.45,4.44,32.84M,932
JACQ,Collabrium Japan Acquisition Corporation,NCM,EQUITY,Conglomerates,,Share,0,,,,
MPT.V,Midpoint Holdings Ltd.,VAN,EQUITY,Conglomerates,CAD,Share,0.19,0.08,0.25,11.03M,6981
HRG,Harbinger Group Inc.,NYQ,EQUITY,Conglomerates,USD,Share,13.04,11.51,14.32,2.59B,801871
MBI.F,MITSUBISHI CORP,FRA,EQUITY,Conglomerates,EUR,Share,19.978,13.743,21.444,,448
YPPN,Yappn Corp.,PNK,EQUITY,Conglomerates,USD,Share,0.056,0.020,0.158,5.57M,73430
MLTRA.PA,Compagnie des Tramways de Rouen SA,PAR,EQUITY,Conglomerates,EUR,Share,4140.89,3336.00,4350.00,,
ZMDC,USA Zhimingde International Group Corporation,PNK,EQUITY,Conglomerates,USD,Share,2.31,0.54,3.05,6.63M,152
ZEXDONTR.BO,Exdon Trading Company Limited,BSE,EQUITY,Conglomerates,,Share,,,,,
LPCN,Lipocine Inc.,NCM,EQUITY,Conglomerates,USD,Share,7.81,3.70,11.33,116.62M,205770
PID.BE,PICO HOLDINGS,BER,EQUITY,Conglomerates,EUR,Share,14.19,11.64,17.51,,
XEB.F,SOJITZ,FRA,EQUITY,Conglomerates,EUR,Share,2.192,1.057,2.515,,4482
IOC.F,ITOCHU,FRA,EQUITY,Conglomerates,EUR,Share,11.953,8.189,12.855,,232
ESIV,Essential Innovations Technology Corp.,PNK,EQUITY,Conglomerates,,Share,0,,,,
CODI,Compass Diversified Holdings,NYQ,EQUITY,Conglomerates,USD,Share,16.54,15.35,18.70,912.22M,137397
RHL.AX,Ruralco Holdings Ltd.,ASX,EQUITY,Conglomerates,AUD,Share,3.66,3.30,4.00,290.88M,19718
MWRX,MergeWorthRx Corp.,NCM,EQUITY,Conglomerates,,Share,0,8,9,,
ZGG.V,Brunswick Resources Inc.,VAN,EQUITY,Conglomerates,,Share,,,,,
MOPF.BR,Mopoli Fond,BRU,EQUITY,Conglomerates,EUR,Share,7800.00,7800.00,8744.00,,
HBPE,HBP Energy Corp.,PNK,EQUITY,Conglomerates,,Share,0,,,,
GOI-H.V,Galleria Opportunities Ltd.,VAN,EQUITY,Conglomerates,CAD,Share,0.19,0.05,0.25,544500.00,170
VNTH,Vantage Health Inc.,PNK,EQUITY,Conglomerates,USD,Share,0.02,0.02,0.25,8.69M,226644
CYNK,Cynk Technology Corp.,PNK,EQUITY,Conglomerates,USD,Share,0.15,0.01,13.90,52.46M,922
HBY.NZ,Hellaby Holdings Ltd.,NZE,EQUITY,Conglomerates,NZD,Share,2.99,2.75,3.47,282.98M,59889
AEXE,Aim Exploration Inc.,PNK,EQUITY,Conglomerates,USD,Share,0.26,0.08,0.74,31.18M,9671
KR.V,KR Investment Ltd.,VAN,EQUITY,Conglomerates,CAD,Share,0.000,0.035,0.950,843500.00,
