Symbol,Name,Exchange,Type,Category,Currency,Unit,LastPrice,YearLow,YearHigh,MarketCapitalisation,AverageDailyVolume
066350.KQ,TSM Tech Co. Ltd.,KOE,EQUITY,,KRW,Share,0.00,120.00,206.00,,
WTKD.IL,WINTEK SP GDR REG-S,IOB,EQUITY,,USD,Share,167.00,167.00,167.00,,
UNEGF,United Energy Group Limited,PNK,EQUITY,,USD,Share,0.159,0.127,0.175,1.79B,2973
CNC.L,CONCURRENT TECH.,LSE,EQUITY,,GBp,Share,49.53,32.00,54.00,35.76M,49436
WTBCY.PK,WHITBREAD PLC ADR,PNK,EQUITY,,,Share,,,,,
FYRTF.PK,FAMILY MART CO,PNK,EQUITY,,,Share,,,,,
3029.TW,ZERO ONE TECHNOLOG TWD10,TAI,EQUITY,,TWD,Share,23.47,13.30,29.55,2.53B,6648460
3581.TWO,ZVC,TWO,EQUITY,,TWD,Share,19.61,16.55,35.99,,218726
CRVYF.PK,CANADIAN OIL RECOVRY,PNK,EQUITY,,,Share,,,,,
HIW.MU,AG F. HISTOR. WERT,MUN,EQUITY,,EUR,Share,4.40,4.01,4.93,,31
QGEP3F.SA,QGEP PART   -ON      NM,SAO,EQUITY,,BRL,Share,7.36,5.31,10.09,,614112
PIL.NZ,Promisia Integrative Limited Or,NZE,EQUITY,,NZD,Share,0.036,0.022,0.050,,45727
WY2.F,YAMAYA,FRA,EQUITY,,EUR,Share,13.788,10.187,16.096,,
7LM.SG,L & L ENERGY,STU,EQUITY,,EUR,Share,1.145,1.145,1.145,,
OFG-PB,OFG Bancorp 7.0% Non Cumulative,NYQ,EQUITY,,USD,Share,0.00,18.20,18.50,,
PMTRF,PRECIOUS METALS BULL,PNK,EQUITY,,USD,Share,10.69,10.13,12.95,,1340
JC7A.BE,CYANOTECH,BER,EQUITY,,EUR,Share,8.313,3.150,9.550,,20
SYTRF,Systran SA,PNK,EQUITY,,,Share,0,,,,
ORRCF,Oroco Resource Corp.,PNK,EQUITY,,USD,Share,0.0405,0.0140,0.0550,,670
ZNIVITRD.BO,NIVI TRADING LTD.,BSE,EQUITY,,,Share,,,,,
5173.KL,SHIN YANG SHIPPING CORP BHD,KLS,EQUITY,,MYR,Share,0.46,0.38,0.67,480.00M,111400
REZ.TO,Redzone Resources Ltd.,TOR,EQUITY,,,Share,,,,,
GRTYA,Guaranty Corp.,PNK,EQUITY,,,Share,,,,,
GDO,Western Asset Global Corporate ,NYQ,EQUITY,,USD,Share,17.39,16.92,19.00,,31403
DORLO,Doral Financial Corporation,PNK,EQUITY,,,Share,0,0,10,,35103
EMBFF,EmberClear Corp.,PNK,EQUITY,,USD,Share,0.0480,0.0200,0.1400,1.25M,360
RTHA.HM,WILMAR INTL,HAM,EQUITY,,EUR,Share,0.000,2.141,2.141,,
JSN.F,JIVE SOFTWARE,FRA,EQUITY,,EUR,Share,4.878,4.209,5.899,,95
OCPNY,Olympus Corporation,PNK,EQUITY,,USD,Share,34.59,32.40,38.49,12.65B,5630
EOAN.HM,E.ON N,HAM,EQUITY,,EUR,Share,12.65,11.60,15.02,,4103
QPRC,Quest Patent Research Corporation,PNK,EQUITY,,USD,Share,0.0026,0.0010,0.0060,894329.19,24453
PGUZ,Pegasus Pharmaceutical Company,PNK,EQUITY,,USD,Share,0.0000,,,,
VUA.DU,Deutsche Biotech Innovativ AG,DUS,EQUITY,,EUR,Share,10.000,10.000,15.000,,
EXU.SG,XUEDA EDUCTN SP ADR,STU,EQUITY,,EUR,Share,3.157,1.802,3.443,,500
BTVCY,Britvic Plc,PNK,EQUITY,,USD,Share,22.57,18.70,22.87,2.78B,9768
RXHSF.PK,RICHCO INVS SUBORDIN,PNK,EQUITY,,,Share,,,,,
JXHLY.PK,JX HLDGS INC ADR,PNK,EQUITY,,,Share,,,,,
FRR.L,FRONTERA RESOUR,LSE,EQUITY,,GBp,Share,0.7527,0.5230,1.8500,21.30M,24220900
KENS.PK,KENILWORTH SYSTEMS C,PNK,EQUITY,,,Share,,,,,
RTBRF,Restaurant Brands New Zealand Ltd.,PNK,EQUITY,,USD,Share,2.98,2.65,3.24,280.89M,646
JRHIF,JAPAN RENTAL HOUSING,PNK,EQUITY,,USD,Share,0.000,,,,
ADAM.L,Adamas Finance Asia Limited,LSE,EQUITY,,USD,Share,0.68,0.57,0.82,130.52M,499
EMMLF.PK,WEST AFRICAN,PNK,EQUITY,,,Share,,,,,
IBB,iShares Nasdaq Biotechnology,NGM,EQUITY,,USD,Share,369.46,242.36,388.68,,1705590
SHNVF,Intouch Holdings Public Company Limited,PNK,EQUITY,,,Share,0,,,,
NSC.V,Northern Sun Mining Corp.,VAN,EQUITY,,CAD,Share,0.163,0.030,0.960,938750.00,441
XLENERGY.NS,XL ENERGY LIMITED,NSI,EQUITY,,,Share,,,,,
TACYY,Total Access Communication Public Company Limited,PNK,EQUITY,,,Share,13,13,20,,
WX7.F,CORPORATE REIT-SBI,FRA,EQUITY,,EUR,Share,22.629,19.902,28.237,,
002000.KS,Hankuk Glass Industries Inc.,KSC,EQUITY,,KRW,Share,30604.10,20750.00,39600.00,328.29B,3096
010460.KS,Korea Development Financing Corp.,KSC,EQUITY,,,Share,,,,,
R9X.BE,XTRACT RES,BER,EQUITY,,EUR,Share,0.003,0.001,0.004,,
NHNKF,NIHON KOHDEN  ORD,PNK,EQUITY,,USD,Share,0.0000,,,,
2838.TW,UNION BK OF TAIWAN TWD10,TAI,EQUITY,,TWD,Share,10.56,10.00,11.15,25.73B,934788
3031-OL.HK,X XIE INDO,HKG,EQUITY,,HKD,Share,0.00,,,,
HYLS,First Trust Tactical High Yield ETF,NGM,EQUITY,,USD,Share,50.38,48.49,52.65,,43767
VSMO.ME,VSMPO-AVISMA,MCX,EQUITY,,RUB,Share,0.00,8830.00,9070.00,102.70B,236
EBRPY,Ebro Foods SA,PNK,EQUITY,,USD,Share,19.23,16.50,21.40,2.86B,27
ABLZF.PK,ABB LTD ZUERICH,PNK,EQUITY,,,Share,,,,,
WMR.DU,Delecta Limited,DUS,EQUITY,,EUR,Share,0.001,0.001,0.006,1.27M,
CNU12.BA,BAPRO MANDS Y NEG CP 05/11/14 (,BUE,EQUITY,,,Share,,,,,
JBN,Select Asset Inc. Select Asset ,NYQ,EQUITY,,USD,Share,17.2634,14.8100,21.1200,37.63M,1748
HOFJF.PK,HOUSE FOOD INDUSTRIA,PNK,EQUITY,,,Share,,,,,
WYGPF,WorleyParsons Limited,PNK,EQUITY,,USD,Share,8.11,6.99,17.21,,341
EFR,Eaton Vance Senior Floating Rate Trust,NYQ,EQUITY,,USD,Share,14.12,13.25,14.93,,102679
POYYF.PK,POLYMETAL INTERNATIO,PNK,EQUITY,,,Share,,,,,
VASWANI.NS,VASWANI IND LTD,NSI,EQUITY,,,Share,,,,,
CTAX4F.SA,CONTAX      -PN  ED  N2,SAO,EQUITY,,BRL,Share,1.24,0.89,3.28,,6271
RSGUF,Rogers Sugar Inc.,PNK,EQUITY,,USD,Share,3.6954,3.4700,4.4700,330.70M,1675
OVX-H.V,Oculus Ventures Corporation,VAN,EQUITY,,,Share,,,,,
AIE.BE,AP OIL INTL,BER,EQUITY,,EUR,Share,0.138,0.105,0.181,,
SCHO.CO,SCHOUW,CPH,EQUITY,,DKK,Share,358.62,209.50,376.00,8.41B,13565
XNGIF,Xingda International Holdings Ltd.,PNK,EQUITY,,,Share,0,0,0,,
YKLTY.PK,YAKULT HONSHA,PNK,EQUITY,,,Share,,,,,
44SA.BE,SCHLUMBERGER VZ,BER,EQUITY,,EUR,Share,14.23,11.70,15.80,,2
SPDE,Speedus Corp.,PNK,EQUITY,,USD,Share,0.03,0.00,0.04,83240.00,3203
IGFUF,INVESTA OFFICE FUND,PNK,EQUITY,,USD,Share,2.90,2.89,3.23,,32
SBKFF,State Bank of India,PNK,EQUITY,,USD,Share,41.88,38.79,92.99,69.86B,1210
ORA.AX,ORORA FPO,ASX,EQUITY,,AUD,Share,2.10,1.37,2.44,,3536810
WXF.VI,WARIMPEX FIN- U.BET,VIE,EQUITY,,EUR,Share,0.857,0.702,1.397,,35314
PJS,PreferredPlus Trust Ser FAR 1 T,NYQ,EQUITY,,USD,Share,27.46,23.57,29.34,,1327
ODF.BE,OLD DOMINION FREIGH,BER,EQUITY,,EUR,Share,62.26,45.05,74.81,,150
TRAM.JK,Trada Maritime Tbk.,JKT,EQUITY,,IDR,Share,51.41,50.00,1850.00,,68389000
DSE,Duff & Phelps Select Energy MLP,NYQ,EQUITY,,USD,Share,12.89,11.43,20.15,,97271
QTL.BE,QUANTEL,BER,EQUITY,,EUR,Share,2.951,2.582,4.354,,
VNLDF,VINALAND LIMITED,PNK,EQUITY,,USD,Share,0.498,0.480,0.580,,203
ZNEWSAGA.BO,NEW SAGAR TRADING CO.LTD.,BSE,EQUITY,,,Share,,,,,
MZRTF,Mazor Robotics Ltd.,PNK,EQUITY,,USD,Share,6.80,4.73,7.64,303.22M,841
KBDCF.PK,KINGBOARD CHEMICAL H,PNK,EQUITY,,,Share,,,,,
MERCATOR.NS,MERCATOR LIMITED,NSI,EQUITY,,,Share,,,,,
87UC.L,7.0916 RBS GRP NCP,LSE,EQUITY,,EUR,Share,0.00,104.68,108.75,,
NUO,Nuveen Ohio Quality Income Muni,NYQ,EQUITY,,USD,Share,14.45,14.25,16.05,,28049
AIXG,Aixtron SE,NMS,EQUITY,,USD,Share,7.18,5.47,15.69,618.25M,54551
EVOTF,Evotec AG,PNK,EQUITY,,USD,Share,0.00,,,,
NAS.OL,NORWEGIAN AIR SHUT,OSL,EQUITY,,NOK,Share,316.92,174.00,350.40,,295004
UND.AX,U & D COAL FPO,ASX,EQUITY,,AUD,Share,0.51,0.51,0.51,,
03010X.TW,YUANTA SECURITIES CO.LTD C/W 30,TAI,EQUITY,,TWD,Share,0.00,32.90,32.90,,
WGXLF.PK,WHISTLER GOLD EXPL,PNK,EQUITY,,,Share,,,,,
W2P.F,WEB.COM GROUP,FRA,EQUITY,,EUR,Share,20.479,11.808,21.763,,49
WHLME.OB,WILHELMINA INTERNTL,OBB,EQUITY,,,Share,,,,,
NEFB,Neffs Bancorp Inc.,PNK,EQUITY,,USD,Share,280.29,271.00,290.00,44.80M,3
NLTBF,Nolato AB (publ),PNK,EQUITY,,,Share,0,,,,
TS2.SI,Yangzijiang.ES.1402,SES,EQUITY,,,Share,,,,,
008290.KQ,Wonpung Mulsan Co. Ltd.,KOE,EQUITY,,KRW,Share,0.00,10200.00,11050.00,348.01B,
NBDD.L,NB DIST DEB INV USD,LSE,EQUITY,,USD,Share,1.23,1.14,1.61,,2624
QEDND.PK,QED CONNECT INC NEW,PNK,EQUITY,,,Share,,,,,
GAGA,Le Gaga Holdings Ltd,NMS,EQUITY,,,Share,0,3,4,,
AISA.JK,Tiga Pilar Sejahtera Food Tbk.,JKT,EQUITY,,IDR,Share,1873.92,1660.00,2565.00,,4332960
LEDCF,CRS Electronics Inc.,PNK,EQUITY,,USD,Share,0.0300,0.0300,0.2000,2.95M,968
KGHI,Kaiser Group Holdings Inc.,PNK,EQUITY,,USD,Share,1.06,1.01,5.00,1.32M,390
CFO,Compass EMP US 500 Enh Vol Wtd ETF,NGM,EQUITY,,USD,Share,37.31,31.71,37.96,,24444
SKVKY,SKANDINAVISKA ENSKIL,PNK,EQUITY,,USD,Share,12.61,11.31,13.86,,1027
JAWA.JK,JAYA AGRA WATTIE TBK IDR100,JKT,EQUITY,,IDR,Share,336.62,301.00,385.00,,92509
SCUN.HM,SCHULER ,HAM,EQUITY,,,Share,,,,,
MIF-UN.TO,MARQUEST CDN EQUITY INCOME FUND,TOR,EQUITY,,CAD,Share,7.35,6.72,8.49,8.22M,1528
INXSF,In-Touch Survey Systems Ltd.,PNK,EQUITY,,USD,Share,0.190,0.180,0.260,2.78M,225
6429.TWO,WT,TWO,EQUITY,,TWD,Share,9.95,5.63,18.50,,49700
HEROMOTOC.NS,HERO MOTOCORP LIMITED,NSI,EQUITY,,,Share,,,,,
AXVEF,Alba Minerals Ltd.,PNK,EQUITY,,,Share,0.0000,0.0200,0.0226,,
SYIEF,Symrise AG,PNK,EQUITY,,USD,Share,64.02,51.45,66.03,8.31B,35
VLX1.F,GEEKNET,FRA,EQUITY,,EUR,Share,17.165,6.177,18.544,,352
IGHOF.PK,IPC OIL AND GAS,PNK,EQUITY,,,Share,,,,,
XIA.V,Xiana Mining Inc.,VAN,EQUITY,,CAD,Share,0.069,0.040,0.100,291915.00,686
XTPT,Xtra Energy Corp.,PNK,EQUITY,,USD,Share,0.003,0.000,0.008,402702.03,3633
6131.TW,YOKO TECHNOLOGY TWD10,TAI,EQUITY,,TWD,Share,26.96,10.50,29.90,2.62B,1854420
RGTX,Registered Express Corporation,PNK,EQUITY,,,Share,0,,,,
QTNTW,Quotient Limited,NGM,EQUITY,,USD,Share,5.15,1.80,11.49,,471
YKHTF.PK,YANKEE HAT MINERALS,PNK,EQUITY,,,Share,,,,,
GRX,The Gabelli Healthcare & Wellne,NYQ,EQUITY,,USD,Share,11.23,8.86,11.63,,48182
PJAA.JK,Pembangunan Jaya Ancol Tbk.,JKT,EQUITY,,IDR,Share,2336.62,1080.00,2875.00,,10876
1778.HK,COLOUR LIFE,HKG,EQUITY,,HKD,Share,9.62,4.45,13.50,7.00B,1745130
HM-B.ST,HENNES&MAURITZ; -B-,STO,EQUITY,,SEK,Share,330.71,269.60,368.50,,2240289
RZA,Reinsurance Group of America Inc.,NYQ,EQUITY,,USD,Share,28.03,26.12,29.76,1.86B,21765
RCLHF,Recall Holdings Limited,PNK,EQUITY,,USD,Share,0.00,5.18,5.20,1.63B,
2113978.MA,SABLL INTL NCRPS A,MAD,EQUITY,,,Share,,,,,
NKRSF,Niko Resources Ltd.,PNK,EQUITY,,USD,Share,0.22,0.18,1.88,17.45M,15011
HOOB,Holobeam Inc.,PNK,EQUITY,,USD,Share,39.94,36.75,42.00,11.26M,5
RNEW11.SA,RENOVA      -UNT     N2,SAO,EQUITY,,BRL,Share,0.00,33.00,33.68,,
ZLUE.PK,ZULU ENERGY CORP,PNK,EQUITY,,,Share,,,,,
XYIGF.PK,XINYI GLASS HOLDINGS,PNK,EQUITY,,,Share,,,,,
WLFDF,Wolford Aktiengesellschaft,PNK,EQUITY,,,Share,0,,,,
066570.KS,LG Electronics Inc.,KSC,EQUITY,,KRW,Share,50885.10,43450.00,79600.00,7207.62B,750418
ATL.TO,Atlatsa Resources Corporation,TOR,EQUITY,,CAD,Share,0.13,0.05,0.47,33.16M,6914
WOSYY,Wolseley plc,PNK,EQUITY,,USD,Share,6.44,4.78,6.80,17.54B,154732
YRLLF.PK,ALTA VISTA VENTURES,PNK,EQUITY,,,Share,,,,,
EQB.TO,EQUITABLE GROUP INC,TOR,EQUITY,,CAD,Share,62.29,54.01,72.49,,11272
WMFWF,WMF AG,PNK,EQUITY,,,Share,0,,,,
LFYC,Lafayette Community Bancorp,PNK,EQUITY,,USD,Share,8.79,7.65,9.00,7.80M,79
ADDYY,Adidas AG,PNK,EQUITY,,USD,Share,39.27,32.31,50.01,15.69B,89254
NRSRF,Northland Resources SE,PNK,EQUITY,,USD,Share,0.0001,0.0001,0.3000,6913.60,52
9907.TW,TON YI INDL CORP TWD10,TAI,EQUITY,,TWD,Share,19.59,15.95,29.10,29.61B,3669730
HWSA.HM,HOEFT & WESSEL,HAM,EQUITY,,EUR,Share,1.94,1.20,2.88,,
SWTUY,Swedish Orphan Biovitrum AB,PNK,EQUITY,,USD,Share,14.15,9.23,17.60,3.30B,183
17E.F,PRO KAPITAL,FRA,EQUITY,,EUR,Share,2.094,1.500,2.653,,1510
WLYG.EX,WOLSELEY,EUX,EQUITY,,,Share,,,,,
PPAMF,Pirelli & C. SpA,PNK,EQUITY,,USD,Share,17.14,12.39,17.76,8.26B,3248
TOSBF.PK,TOSHIBA CORP,PNK,EQUITY,,,Share,,,,,
PSCM,PowerShares S&P; SmallCap Materials ETF,NGM,EQUITY,,USD,Share,40.30,37.38,48.16,,913
063080.KQ,GAMEVIL Inc.,KOE,EQUITY,,KRW,Share,0.00,102500.00,105400.00,671.87B,
ASNCF,A-Sonic Aerospace Limited,PNK,EQUITY,,USD,Share,0.00,0.05,0.08,28.62M,
PLTM,First Trust ISE Global Platinum ETF,NGM,EQUITY,,USD,Share,8.61,7.15,14.38,,5610
KNDR,Bettwork Industries Inc.,PNK,EQUITY,,,Share,0,,,,
NAUK.ME,NPO NAUKA,MCX,EQUITY,,RUB,Share,0.00,123.50,149.00,1.74B,49
TWAC,TWA Corp.,PNK,EQUITY,,USD,Share,400.00,352.00,400.00,,3
0794-OL.HK,COME SURE GROUP,HKG,EQUITY,,HKD,Share,0.00,,,,
GAMA.L,GAMMA COMMUN,LSE,EQUITY,,GBp,Share,277.16,195.00,290.00,244.67M,8761
ALNXF,Alent plc,PNK,EQUITY,,USD,Share,5.89,5.20,7.60,,11130
NBHGY,Nobel Biocare Holding AG,PNK,EQUITY,,USD,Share,9.27,7.55,9.99,,5
UBSN.VX,UBS N,VTX,EQUITY,,,Share,0,,,,
BMO-PJ.TO,BMO NON-CUM CL B PRF SHARE SERI,TOR,EQUITY,,CAD,Share,25.37,25.22,25.93,,9860
BBK,BlackRock Municipal Bond Trust,NYQ,EQUITY,,USD,Share,15.51,15.03,16.93,,22027
ATSKF,ALLIED TELE SIS KK T,PNK,EQUITY,,,Share,0,,,,
YRSL.ME,YAROSLAVICH KB,MCX,EQUITY,,RUB,Share,0.00,113.50,113.50,33.60M,57
KAG.IL,KAZAKH SP GDR REG-S,IOB,EQUITY,,USD,Share,12.00,0.12,25.00,,
DEPCF.AS,7.125 DEPFA BK,AMS,EQUITY,,EUR,Share,0.00,22.76,26.48,,5388
KRNGF,Karoon Gas Australia Ltd.,PNK,EQUITY,,USD,Share,2.06,1.62,3.66,493.24M,694
EU445.SW,4.75 BARCLAYS NCCP,EBS,EQUITY,,EUR,Share,0.00,98.50,98.50,,
S8G1.BE,SUPER GROUP,BER,EQUITY,,EUR,Share,2.370,2.005,2.885,,
SHGKY,Sun Hung Kai & Co. Limited,PNK,EQUITY,,,Share,4,3,4,,
PGLO,Pan Global Corp.,PNK,EQUITY,,USD,Share,0.004,0.002,0.042,465462.00,43119
CMXHF,CSL Ltd.,PNK,EQUITY,,USD,Share,68.32,60.68,75.41,31.49B,216
SNLKF,Sinolink Worldwide Holdings Ltd.,PNK,EQUITY,,USD,Share,0.00,,,,
OGF-UN.TO,ASTON HILL OIL AND GAS INCOME F,TOR,EQUITY,,CAD,Share,2.99,2.70,5.52,,6514
F5B.BE,FAMOUS BRANDS,BER,EQUITY,,EUR,Share,8.418,6.550,9.385,,
VOF.L,VINACAPITAL VIET,LSE,EQUITY,,USD,Share,3.06450,1.35000,2.73300,,76120
SDF1.BE,K+S SP ADR,BER,EQUITY,,EUR,Share,15.38,9.41,19.00,,145
ERCHF,EDEN RESEARCH PLC,PNK,EQUITY,,USD,Share,0.00,,,,
JP1.F,JAKKS PAC,FRA,EQUITY,,EUR,Share,7.763,4.636,9.069,,340
NHEGY,Nighthawk Energy plc,PNK,EQUITY,,USD,Share,1.821,1.640,5.000,69.39M,2060
YQGA.F,ICONIC MIN,FRA,EQUITY,,,Share,,,,,
0800-OL.HK,A8 NEW MEDIA,HKG,EQUITY,,HKD,Share,0.00,,,,
PXL.HM,PIXELPARK,HAM,EQUITY,,,Share,,,,,
SWWI,Simon Worldwide Inc.,PNK,EQUITY,,USD,Share,0.02,0.01,0.06,1.49M,478
JPHNF.PK,JOSEPHINE MNG CORP,PNK,EQUITY,,,Share,,,,,
SGPPF,Spar Group Ltd.,PNK,EQUITY,,USD,Share,0.0000,,,,
LHA.HM,DT.LUFTHANSA N,HAM,EQUITY,,EUR,Share,12.14,10.73,15.52,,2105
KRKN.ME,SARATOV OIL,MCX,EQUITY,,RUB,Share,0.00,9990.00,11500.00,7.70B,
LGCUF.PK,LUNA GOLD CORP,PNK,EQUITY,,,Share,,,,,
PHXXF,Phoenix Group Holdings Plc,PNK,EQUITY,,USD,Share,12.82,10.88,13.25,,98
RDIAF,Rockwell Diamonds Inc.,PNK,EQUITY,,USD,Share,0.1772,0.1596,0.4143,9.68M,10808
ECVTF.PK,ECONOMIC INV TR ORD,PNK,EQUITY,,,Share,,,,,
ZWC1.F,ZWACK UNICUM,FRA,EQUITY,,EUR,Share,56.511,40.581,60.591,,107
JGH,Nuveen Global High Income Fund ,NYQ,EQUITY,,USD,Share,16.95,16.30,18.48,528.42M,97121
JVCZY,JVC KENWOOD Corporation,PNK,EQUITY,,,Share,0,,,,
XER.MU,XEROX CORP,MUN,EQUITY,,EUR,Share,10.037,9.167,12.460,,26
QCD.F,COM DEV INTL,FRA,EQUITY,,EUR,Share,3.808,2.387,4.376,,
JAHI.PK,JORDAN AMERICAN HDGS,PNK,EQUITY,,,Share,,,,,
WOOLWAY.BO,WOOLWAYS (INDIA) LTD.,BSE,EQUITY,,,Share,,,,,
NITMF,Nitinat Minerals Corporation,PNK,EQUITY,,USD,Share,0.000,,,,
PMHV,Prime Bank,PNK,EQUITY,,USD,Share,8.64,8.50,8.99,,68
FBOO.PK,FIRST BANK OF OHIO,PNK,EQUITY,,,Share,,,,,
6286.TW,RICHTEK TECHNOLOG TWD10,TAI,EQUITY,,TWD,Share,178.72,135.50,190.00,24.36B,1139880
LIOPF.PK,LION CORP,PNK,EQUITY,,,Share,,,,,
KD8.HM,KABEL DEUT HLDG,HAM,EQUITY,,EUR,Share,122.18,102.42,125.37,,
MEJHF.PK,MEIJI HOLDINGS CO LT,PNK,EQUITY,,,Share,,,,,
VIDEOIND6.BO,VIDEOCON INDUSTRIES LTD,BSE,EQUITY,,,Share,,,,,
EDOLF,ENDO LIGHTING CO FGN,PNK,EQUITY,,,Share,0,19,19,,
MTL.L,METALS EXPLORATION,LSE,EQUITY,,GBp,Share,6.15,3.50,8.57,80.78M,1257480
DTEGF,Deutsche Telekom AG,PNK,EQUITY,,USD,Share,17.493,13.110,18.930,,4049
DGTLF,Dragonite International Limited,PNK,EQUITY,,USD,Share,0.227,0.125,0.430,198.17M,35
PIMO,Premier Alliance Group Inc.,PNK,EQUITY,,,Share,0,,,,
TAI,Transamerica Income Shares Inc.,NYQ,EQUITY,,USD,Share,20.20,19.74,21.87,,14405
WGLD.PK,WHOLE GOLD,PNK,EQUITY,,,Share,,,,,
WSSRD,Weststar Resources Corp.,PNK,EQUITY,,,Share,0,,,,
AAMAF,Atlas Mara Co-Nvest Limited,PNK,EQUITY,,USD,Share,6.87,6.10,11.80,442.44M,687
SNUYF,Serinus Energy Inc.,PNK,EQUITY,,USD,Share,0.000,,,47.02M,
NOEE,Northern Empire Energy Corporation,PNK,EQUITY,,,Share,0,,,,
DBL,DoubleLine Opportunistic Credit,NYQ,EQUITY,,USD,Share,23.578,22.510,26.510,,76625
OBDCF,Obducat AB (publ),PNK,EQUITY,,USD,Share,0.00,,,,
SDEV,Security Devices International Inc.,PNK,EQUITY,,USD,Share,0.3786,0.1900,0.5000,15.78M,13852
MNHFY.PK,MAYR-MELNHOF KARTON,PNK,EQUITY,,,Share,,,,,
MGHTF,Mighty River Power Limited,PNK,EQUITY,,USD,Share,0.00,,,2.90B,
ROBO,Robo-Stox Glbl Robotics&Automation; ETF,NGM,EQUITY,,USD,Share,26.53,23.80,27.71,,28735
SKVI,Skinvisible Inc.,PNK,EQUITY,,USD,Share,0.036,0.020,0.100,4.21M,49795
UROFF.PK,VENTURI VENTURES,PNK,EQUITY,,,Share,,,,,
T5W.MU,TRANSCOM WW -B- SDR,MUN,EQUITY,,,Share,,,,,
JNP.SG,JUNIPER NETWORKS,STU,EQUITY,,EUR,Share,24.050,14.460,25.763,,81
HGWEF.PK,HAGIWARA ELEC,PNK,EQUITY,,,Share,,,,,
Y3L.BE,LI3 ENERGY,BER,EQUITY,,,Share,,,,,
VTA,Invesco Credit Opportunities Fu,NYQ,EQUITY,,USD,Share,11.93,11.30,13.04,,218119
CFI.V,Canada Fluorspar Inc.,VAN,EQUITY,,,Share,,,,,
KINNF,Investment AB Kinnevik,PNK,EQUITY,,USD,Share,32.33,27.01,43.37,9.05B,332
DTT,Deutsche Bank Cap Fdg Tr IX Gua,NYQ,EQUITY,,,Share,0,,,,
OTMN,OT Mining Corp.,PNK,EQUITY,,USD,Share,0.0714,0.0500,0.2000,1.60M,1537
TRYLF,Teryl Resources Corp.,PNK,EQUITY,,USD,Share,0.010,0.009,0.040,631062.00,6072
VOLVF,AB Volvo,PNK,EQUITY,,USD,Share,12.93,10.01,13.81,24.20B,562
ARGKF,Aggreko plc,PNK,EQUITY,,USD,Share,23.29,21.60,30.04,5.96B,2814
YCNGD.OB,INFINITY RESOURCES,OBB,EQUITY,,,Share,,,,,
SKSJF,SHINKO SHOJI CO,PNK,EQUITY,,USD,Share,0.00,,,,
1143.HK,TELEFIELD,HKG,EQUITY,,HKD,Share,3.135,0.600,3.280,1.30B,3521660
BXYA.F,BAWAG CAP FIN NCP,FRA,EQUITY,,,Share,,,,,
RZTIQ,RASER TECH INC,PNK,EQUITY,,,Share,,,,,
WARRENTEA.BO,WARREN TEA LTD.,BSE,EQUITY,,,Share,,,,,
MTE.L,Montanaro European Smaller Ord,LSE,EQUITY,,GBp,Share,5.59,390.50,544.00,,2437
GZPFY,Joint Stock Company Gazprom Neft,PNK,EQUITY,,USD,Share,12.50,10.00,20.70,11.51B,8738
M4D.F,MWI VETERINARY SUPP,FRA,EQUITY,,EUR,Share,0.000,95.450,168.333,,28
RBEOF,ROBECO NV ORD,PNK,EQUITY,,,Share,0,,,,
FOE.OL,F.OLSEN ENERGY,OSL,EQUITY,,NOK,Share,57.29,49.03,154.40,3.32B,230044
SGSN.VX,SGS REG,VTX,EQUITY,,CHF,Share,1757.93,1597.00,2162.00,,23667
AZUMF,Azumah Resources Ltd,PNK,EQUITY,,USD,Share,0.01,0.01,0.04,,60
SKHSY,Sekisui House Ltd.,PNK,EQUITY,,USD,Share,16.10,11.42,17.05,11.06B,13249
LWI.L,Lowland Ord,LSE,EQUITY,,GBp,Share,14.3141,1219.0000,1440.0000,,3240
SHEKF.PK,SHIKOKU ELEC ORD,PNK,EQUITY,,,Share,,,,,
UVRBY,Universal Robina Corporation,PNK,EQUITY,,USD,Share,47.62,34.50,50.02,9.50B,559
PLT-UN.TO,PARALLEL ENERGY TRUST,TOR,EQUITY,,CAD,Share,0.19,0.15,4.13,8.93M,194920
NICE,NICE Systems Ltd.,NMS,EQUITY,,USD,Share,65.10,37.84,68.38,3.83B,196279
ACSF,American Capital Senior Floatin,NMS,EQUITY,,USD,Share,13.03,11.98,14.19,,43284
0ZE.SG,NEW ZEALAND EGY,STU,EQUITY,,EUR,Share,0.013,0.006,0.079,,
ZMU.TO,BMO MT US IG Corp Bd Hdg to CAD ETF,TOR,EQUITY,,CAD,Share,14.74,14.56,15.31,,486
EBRPF,Ebro Foods SA,PNK,EQUITY,,,Share,17,16,22,,
DMO,Western Asset Mortgage Defined ,NYQ,EQUITY,,USD,Share,24.51,23.39,25.12,,28648
EVSNF.PK,ELBIT VISION SYS LTD,PNK,EQUITY,,,Share,,,,,
YLG.SG,Yanlord Land Group Limited,STU,EQUITY,,EUR,Share,0.748,0.568,0.851,,77
TWEKA.AS,TKH GROUP,AMS,EQUITY,,EUR,Share,36.322,21.074,39.200,,126858
BCBHF,BCB Holdings Limited,PNK,EQUITY,,USD,Share,0.11,0.10,0.23,9.99M,2903
KY2E.F,LOUIS XIII HLDG,FRA,EQUITY,,EUR,Share,0.340,0.270,0.582,,4305
WFU4.F,QUAM,FRA,EQUITY,,EUR,Share,0.215,0.023,0.273,,596
WIMHF.PK,WILLIAM HILL PLC,PNK,EQUITY,,,Share,,,,,
