Symbol,Name,Exchange,Type,Category,Currency,Unit,LastPrice,YearLow,YearHigh,MarketCapitalisation,AverageDailyVolume
CTR,ClearBridge Energy MLP Total Re,NYQ,equity,,USD,Share,18.93,,24.25,,107463
XLE1.SG,LEGEND POWER SYS,STU,equity,,EUR,Share,0.227,,0.500,,15
OXLCP,Oxford Lane Capital Corp.,NMS,equity,,USD,Share,25.4379,,26.0000,401.22M,2892
SOTDF,STROEER OUT- OF- HOM,PNK,equity,,,Share,0,,,,
JUMSF,JUMBO SA,PNK,equity,,,Share,11,,11,,
108790.KQ,Interpark INT,KOE,equity,,KRW,Share,0.00,,23800.00,768.68B,
GMXDF,Grupo Mexicano de Desarrollo SA,PNK,equity,,USD,Share,0.907,,0.950,162.20M,1895
7050.KL,WONG ENGINEERING CORPORATION,KLS,equity,,MYR,Share,0.57,,0.81,56.76M,108709
QD4.HM,QUANTUM ENERGY,HAM,equity,,EUR,Share,0.00,,0.00,,
I1KA.BE,ILLOVO SUGAR,BER,equity,,EUR,Share,1.27,,2.11,,5000
OISL-BE.NS,OCL IRON AND STEEL LIMITE,NSI,equity,,,Share,,,,,
XD4.HM,STRABAG,HAM,equity,,EUR,Share,21.00,,22.10,,3
OTSHF,Arrowhead Gold Corp.,PNK,equity,,USD,Share,0.000,,,523500.00,
DTK,Deutsche Bk Contingent Cap Tr I,NYQ,equity,,USD,Share,27.25,,28.53,,103048
UEC.MU,VILNIAUS DEGTINE,MUN,equity,,EUR,Share,0.30,,0.31,,
EC9.BE,CONNECTICUT WTR SV,BER,equity,,EUR,Share,30.78,,34.90,,
WGNAP.PK,WGNB CORP PFD SR A,PNK,equity,,,Share,,,,,
VRAO.ME,RAO EES,MCX,equity,,RUB,Share,0.00,,0.27,10.39B,2235334
ZID.BE,HENRY GROUP HLDGS,BER,equity,,EUR,Share,0.22,,0.31,,
NESNE.SW,NESTLE N 2L,EBS,equity,,CHF,Share,70.46,,76.12,,588387
FMCKJ.OB,FREDDIE MAC PFD Z,OBB,equity,,,Share,4,,12,,686455
XT3B.SG,VALE INDONESIA,STU,equity,,EUR,Share,0.197,,0.281,,5597
SKHSF.PK,SEKISUI HOUSE LTD,PNK,equity,,,Share,,,,,
YUEIY,Yue Yuen Industrial (Holdings) Limited,PNK,equity,,USD,Share,16.745,,20.200,5.39B,511
KOIN.JK,Kokoh Inti Arebama Tbk,JKT,equity,,IDR,Share,367.08,,470.00,,48200
AEGPD.PK,PACIFIC VENTURES GRP,PNK,equity,,,Share,,,,,
VYEY.PK,VICTORY ENERGY CORP,PNK,equity,,,Share,,,,,
SKALF,SKYMARK AIRLINES CO,PNK,equity,,,Share,,,,,
OILL,Cala Energy Corp.,PNK,equity,,,Share,0,,,,
AHKSF,Asahi Kasei Corporation,PNK,equity,,USD,Share,9.11,,10.27,,102
8032-OL.HK,VIVA CHINA,HKG,equity,,HKD,Share,0.00,,,,
DFZ,R.G. Barry Corporation,NMS,equity,,,Share,0,,20,,
3017-OL.HK,X DBCSI300ENER,HKG,equity,,HKD,Share,0.00,,,,
PNF,PIMCO New York Municipal Income,NYQ,equity,,USD,Share,11.24,,12.10,,15871
YBRHF,Yellow Brick Road Holdings Limited,PNK,equity,,USD,Share,0.0000,,,,
EPH.SW,EASTERN PROP HLDGS,EBS,equity,,USD,Share,29.70,,37.80,,932
JAIMI.BO,JAI MATA INDUSTRIES LTD.,BSE,equity,,,Share,,,,,
FTCOF,FT COMMUNICATIONS CO,PNK,equity,,,Share,,,,,
ADZZF,ADVANCE RES INV CORP,PNK,equity,,,Share,0,,,,
TAPOF,Tap Oil Ltd.,PNK,equity,,,Share,0,,1,,32
HCACW,Hennessy Capital Acquisition Co,NCM,equity,,,Share,0,,,,
ENT.TO,ENTREC Corporation,TOR,equity,,CAD,Share,0.47,,1.54,45.19M,87208
WARFF.PK,WHARF HOLDINGS LTD,PNK,equity,,,Share,,,,,
INDF.JK,Indofood Sukses Makmur Tbk.,JKT,equity,,IDR,Share,6770.27,,7725.00,,8820150
CICOF,China COSCO Holdings Company Limited,PNK,equity,,USD,Share,0.66,,0.81,5.25B,186
E1M.DU,ELITE WORLD,DUS,equity,,,Share,,,,,
SCRMF,Sacre-Coeur Minerals Ltd.,PNK,equity,,,Share,0,,0,,
5264.TW,CASETEK HOLDINGS LTD TWD10,TAI,equity,,TWD,Share,195.10,,216.50,64.20B,2258700
SROE,SARATOGA RES INC,OBB,equity,,,Share,,,,,
MEGA.JK,Bank Mega Tbk.,JKT,equity,,IDR,Share,2378.38,,2550.00,,4730
FFC,Flaherty & Crumrine Preferred S,NYQ,equity,,USD,Share,19.77,,20.99,,118019
6209.TW,KINKO OPTICAL CO TWD10,TAI,equity,,TWD,Share,16.14,,30.20,2.60B,904379
PGPEF,Publicis Groupe SA,PNK,equity,,USD,Share,76.90,,84.94,16.68B,386
WGB.L,WALKER GREENBANK,LSE,equity,,GBp,Share,210.69,,244.85,144.17M,79765
KLNDF,Klondex Mines Ltd.,PNK,equity,,USD,Share,2.670,,2.830,330.36M,28182
QMXGF,QMX Gold Corporation,PNK,equity,,USD,Share,0.0180,,0.0600,295102.50,184
WCRS.PK,WESTERN CAPITAL RES,PNK,equity,,,Share,,,,,
WTBFA.PK,W T B FINANCIAL CORP,PNK,equity,,,Share,,,,,
CAOJF,C A T OIL AG BADEN,PNK,equity,,,Share,,,,,
TECUA,Tecumseh Products Company,NMS,equity,,,Share,0,,,,
OROVY,Orient Overseas International Ltd.,PNK,equity,,USD,Share,26.24,,34.69,3.12B,356
UGB.SG,UNIGOLD,STU,equity,,EUR,Share,0.005,,0.028,,
RXP.L,ROXI PETROLEUM,LSE,equity,,GBp,Share,15.50,,25.54,119.11M,1798860
XXBBR.PK,BOSTON CAP TAX CRED,PNK,equity,,,Share,,,,,
BIOV.TA,BIO VIEW,TLV,equity,,ILS,Share,3.49,,351.90,4.84B,11547
RFLXF,Redflex Holdings Limited,PNK,equity,,USD,Share,0.50,,0.94,,322
PFL,PIMCO Income Strategy Fund Shar,NYQ,equity,,USD,Share,10.95,,12.67,,94243
YTLCF,YTL Corporation Berhad,PNK,equity,,USD,Share,0.00,,,,
1875661.BE,BCP FIN PERP NCNVP,BER,equity,,EUR,Share,0.00,,67.50,,
OEZVY,VERBUND AG,PNK,equity,,USD,Share,3.09,,4.05,5.38B,248
VSTIND.BO,VST INDUSTRIES LTD.,BSE,equity,,,Share,,,,,
ZS3.F,FINECOBANK,FRA,equity,,EUR,Share,6.784,,7.104,,1241
NBBTF,Natural Beauty Bio-Technology Ltd.,PNK,equity,,USD,Share,0.09,,0.11,180.19M,7721
5ZQ.SG,ZELTIQ AESTHETICS,STU,equity,,EUR,Share,0.000,,31.686,,150
NUACF,NATURA COSMETICOS SA,PNK,equity,,,Share,0,,,,
AQQ,American Spectrum Realty Inc.,ASE,equity,,,Share,0,,,,
SUDCF,Sundance Resources Limited,PNK,equity,,USD,Share,0.01,,0.09,30.90M,57
OVTZ.PK,OCULUS VISIONTECH IN,PNK,equity,,,Share,,,,,
ARDNA,Arden Group Inc.,NGM,equity,,,Share,,,,,
AVOL,AVOLON HOLDINGS LTD,NYQ,equity,,USD,Share,23.34,,25.52,2.02B,265743
CNRB,Congaree Bancshares Inc.,PNK,equity,,USD,Share,5.94,,6.00,10.58M,346
YC0.SG,CAPITAMALLS ASIA,STU,equity,,,Share,,,,,
AUEEF,Aura Energy Limited,PNK,equity,,USD,Share,0.01,,0.05,,
ZTCOY.PK,ZTE CORPORATION,PNK,equity,,,Share,,,,,
TBEV,High Performance Beverages Company,PNK,equity,,USD,Share,0.0004,,0.0800,675117.38,132598000
TSH,Teche Holding Company,ASE,equity,,,Share,20,,73,,1148240
YAHOY,Yahoo Japan Corporation,PNK,equity,,USD,Share,8.22,,9.00,22.34B,25138
CSBB.OB,C S B BANCORP OHIO,OBB,equity,,,Share,25,,27,,523
TNRSF,Tenaris SA,PNK,equity,,USD,Share,0.00,,,15.32B,
SOR,Sora Capital Corp.,NYQ,equity,,USD,Share,73.34,,76.46,,10494
WIL.V,WILTON RESOURCES INC,VAN,equity,,CAD,Share,0.39,,0.75,,7094
VKNG,VIKING SYSTEMS,PNK,equity,,,Share,,,,,
PTXKY,PT XL Axiata Tbk,PNK,equity,,USD,Share,5.91,,11.63,,7032
ALSVF,ALSTON ENERGY INC,PNK,equity,,,Share,,,,,
ZBZX,BATS BZX Exchange test issue,BTS,equity,,USD,Share,0.00,,,,
SDRG.OB,SILVER DRAGON RES,OBB,equity,,,Share,0,,,,
2976.KL,WING TAI MALAYSIA BERHAD,KLS,equity,,MYR,Share,1.69,,2.32,489.30B,86309
YPF.SG,YPF SA SP ADR-D,STU,equity,,EUR,Share,24.790,,29.900,,6
KKV-P.V,KANOSAK CAPITAL VENTURE CORP,VAN,equity,,,Share,,,,,
KKC.F,KAKAKU.COM,FRA,equity,,EUR,Share,13.544,,15.851,,
BTZ,BlackRock Credit Allocation Inc,NYQ,equity,,USD,Share,12.86,,13.75,,202890
JNSTF,JINHUI SHIPPING & TR,PNK,equity,,USD,Share,1.63,,2.97,136.99M,644
ELTP.OB,ELITE PHARMA INC,OBB,equity,,,Share,0,,,,
CHYUE.OB,CHINA YOUTH MEDIA INC,OBB,equity,,,Share,,,,,
STGWF,STO SE & CO KGAA,PNK,equity,,,Share,,,,,
GCWOF.PK,GRUPO CEMENTOS ORD,PNK,equity,,,Share,,,,,
GLADP,Gladstone Capital Corporation,NMS,equity,,,Share,0,,26,,
ORSTF,Global Telecom Holding S.A.E.,PNK,equity,,USD,Share,2,,4,,714
XRX.SW,XEROX CORP,EBS,equity,,CHF,Share,10.27,,14.05,,1485
WALG.L,WALCOM GROUP,LSE,equity,,GBp,Share,0.62,,1.01,430212.50,5504
OARFF,Fort St. James Nickel Corp.,PNK,equity,,USD,Share,0.000,,,,
1681.HK,CONSUN PHARMA,HKG,equity,,HKD,Share,5.69,,7.37,5.84B,3317100
VH1.SG,VIETNAM HOLD,STU,equity,,EUR,Share,1.582,,1.681,,7076
ZEON,Zeons Corporation,PNK,equity,,USD,Share,3.21,,4.65,,14
PDE-H.V,PALO DURO ENERGY INC,VAN,equity,,CAD,Share,0.00,,0.09,1.61M,
FAIRF,Santonia Energy Inc.,PNK,equity,,,Share,0,,,,
GAS.MC,GAS NATURAL SDG,MCE,equity,,,Share,,,,,
RSHG.EX,RANDSTAD HOLDING,EUX,equity,,EUR,Share,0.00,,55.87,,
GGRM.JK,Gudang Garam Tbk.,JKT,equity,,IDR,Share,45614.20,,64250.00,,1130990
DTEGY.PK,DEUTSCHE TELE AG ADS,PNK,equity,,,Share,,,,,
PRAXC.AT,PRAXITELEIO,ATH,equity,,EUR,Share,0.00,,0.39,,
QCX1.F,CARMANAH TECH,FRA,equity,,EUR,Share,4.585,,5.204,,143
VETTF,Vector Limited,PNK,equity,,USD,Share,2.35,,2.41,2.27B,51
WESTERNBIO.BO,ECOBOAR INDU,BSE,equity,,,Share,,,,,
GLDI,Credit Suisse Gold Shares Cov Call ETN,NGM,equity,,USD,Share,11.63,,13.86,,26819
TKAG.EX,THYSSENKRUPP ,EUX,equity,,EUR,Share,0.00,,21.40,,5
KURRF,Kuraray Co. Ltd.,PNK,equity,,USD,Share,13.24,,13.84,4.10B,13
XCY.MU,OPKO HEALTH,MUN,equity,,EUR,Share,14.72,,16.84,,659
NAF-UN.TO,NORTH AMERICAN FINANCIALS CAP T,TOR,equity,,CAD,Share,24.31,,28.15,,496
ORXOF,Orexo AB,PNK,equity,,USD,Share,12.40,,20.50,,65
CADTW,DT Asia Investments Limited,NCM,equity,,USD,Share,0.1223,,0.1700,,3594
1476.TW,ECLAT TEXTILE CO TWD10,TAI,equity,,TWD,Share,471.35,,506.00,119.92B,1138320
FPEG.EX,FUCHS PETROLUB VZ,EUX,equity,,EUR,Share,0.00,,,,
YFX.F,FXCM-A,FRA,equity,,EUR,Share,1.328,,14.422,,10536
BELLY,Belle International Holdings Limited,PNK,equity,,USD,Share,12.26,,14.44,9.10B,27782
9431.KL,SENI JAYA CORPORATION BHD,KLS,equity,,MYR,Share,0.82,,1.00,33.05M,2026
EC9.F,CONNECTICUT WTR SV,FRA,equity,,EUR,Share,30.972,,35.097,,8
MUL.PA,Index Multimedia,PAR,equity,,,Share,,,,,
MUJ,Blackrock MuniHoldings New Jers,NYQ,equity,,USD,Share,13.47,,15.33,,74600
GAWK.PK,GAWK INCORPORATED,PNK,equity,,,Share,,,,,
IGCIU,INDIA GLOBL CAP UT,PNK,equity,,,Share,0,,,,
EOPCF.PK,EUROPAC PAPERLES Y,PNK,equity,,,Share,,,,,
SSNLF,Samsung Electronics Co. Ltd.,PNK,equity,,USD,Share,1155.690,,1400.000,142.93B,37
KFI,KKR Financial Holdings LLC,NYQ,equity,,USD,Share,27.06,,29.33,,17741
NSM1.BE,XTERRA BUILDING SYS,BER,equity,,,Share,,,,,
1462.HK,NGA CHUN HLDG,HKG,equity,,HKD,Share,1.95,,2.46,712.00M,2823030
015260.KS,Automobile & PCB Inc.,KSC,equity,,KRW,Share,1141.49,,1600.00,48.42B,867313
B9I.F,OI SP ADR PFD,FRA,equity,,EUR,Share,0.387,,1.455,,9529
OXI.V,Oxford Resources Inc.,VAN,equity,,CAD,Share,0.000,,0.055,810500.00,
ARSLF,Altima Resources Ltd.,PNK,equity,,USD,Share,0.018,,0.080,3.47M,52878
AHODD,Koninklijke Ahold N.V.,PNK,equity,,,Share,0,,,,
NBR.L,NAMIBIAN RESOURCES,LSE,equity,,GBp,Share,0.78,,2.75,507157.06,738412
NRTZF,NORITZ CORP,PNK,equity,,,Share,0,,,,
ELE.MC,ENDESA ,MCE,equity,,,Share,,,,,
SUNZI.BO,SUNRISE ZINC LTD.,BSE,equity,,,Share,,,,,
COSWF,Canadian Oil Sands Limited,PNK,equity,,USD,Share,8.07,,22.48,3.42B,90303
NEVDF,Nevada Copper Corp.,PNK,equity,,USD,Share,1.32,,2.32,86.94M,8075
MWSWF,Mawson West Ltd.,PNK,equity,,USD,Share,0.0000,,,,
BOFKF,BANK OF KYOTO LTD,PNK,equity,,,Share,,,,,
HUSIF,Huldra Silver Inc.,PNK,equity,,USD,Share,0.065,,0.609,4.92M,1655
YPRO,AdvisorShares YieldPro ETF,NGM,equity,,USD,Share,23.069,,25.230,,21443
HMSVF,HOMESERVE PLC,PNK,equity,,,Share,0,,,,
KEYUF,Keyera Corp.,PNK,equity,,USD,Share,33.2397,,45.4350,5.62B,2579
KORS.SW,MICHAEL KORS,EBS,equity,,CHF,Share,47.90,,69.25,,368
WIX.TO,Winstar Resources Ltd.,TOR,equity,,,Share,,,,,
KBXMF,Kobex Capital Corp.,PNK,equity,,USD,Share,0.3780,,0.5400,16.84M,5035
CDEVY,City Developments Limited,PNK,equity,,USD,Share,7.32,,8.53,6.59B,18989
QMIS,QMIS Finance Securities Corporation,PNK,equity,,USD,Share,2.21,,4.30,14.57M,59
NGN.MX,NOVAGOLD RESOURCES,MEX,equity,,MXN,Share,56.82,,63.10,,
NARRF,NAGOYA RAILROAD CO L,PNK,equity,,,Share,,,,,
GVDNY,Givaudan SA,PNK,equity,,USD,Share,35.56,,39.65,16.12B,13522
LXRP,Lexaria Corp.,PNK,equity,,USD,Share,0.184,,0.290,6.14M,176698
ROTI.JK,Nippon Indosari Corpindo Tbk.,JKT,equity,,IDR,Share,1192.16,,1455.00,,5359520
VASO.OB,VASOMEDICAL INC,OBB,equity,,,Share,0,,,,
SHMUF,Shimizu Corp.,PNK,equity,,USD,Share,6.7500,,8.3460,,52
HEII,HEI Inc.,PNK,equity,,,Share,0,,1,,29332
FOI-B.ST,FENIX OUT IN -B-  N,STO,equity,,SEK,Share,361.66,,475.00,4.76B,866
EXOSF,Exor S.p.A.,PNK,equity,,USD,Share,0.00,,,10.19B,
6124.TWO,YEH-CHIANG TECHNOL TWD10,TWO,equity,,TWD,Share,23.91,,31.80,,162910
PTY,Pimco Corporate & Income Opport,NYQ,equity,,USD,Share,14.56,,18.95,,253171
VICT,VICTURA CONSTRUCTION,PNK,equity,,USD,Share,0.50,,3.25,,560
MRH-PA,Montpelier RE Holdings Ltd Non ,NYQ,equity,,USD,Share,0.00,,,156.00M,
NHKGF.PK,NHK SPRING CO,PNK,equity,,,Share,,,,,
KRC.AX,King River Copper Limited,ASX,equity,,AUD,Share,0.029,,0.087,4.61M,226601
QTETR,Quartet Merger Corporation,NCM,equity,,,Share,0,,,,
KLPEF,Klepierre SA,PNK,equity,,USD,Share,46.65,,50.60,,138
YUVINTL.BO,YUVRAJ INTERNATIONAL LTD.,BSE,equity,,,Share,,,,,
AMSC.OL,AMER SHIPPING COMP,OSL,equity,,NOK,Share,41.09,,50.00,2.75B,38716
TOTDF,Toto Ltd.,PNK,equity,,USD,Share,16.58,,16.63,5.60B,19
JAIBALAJI-BE.NS,JAI BALAJI INDUSTRIES LTD,NSI,equity,,,Share,,,,,
MNRLF,Mineral Mountain Resources Ltd.,PNK,equity,,USD,Share,0.030,,0.050,4.02M,25967
YINGY,Yingde Gases Group Co Ltd.,PNK,equity,,USD,Share,7.35,,10.79,1.14B,1013
8206.KL,ECO WORLD DEVELOPMENT GROUP BER,KLS,equity,,MYR,Share,1.56,,2.21,2.20B,1997120
MDPEB,Meredith Corporation,PNK,equity,,USD,Share,52.00,,55.50,2.32B,5
1VPA.SG,VIPSHOP HLDG SP ADR,STU,equity,,EUR,Share,21.026,,29.060,,58
MONIF,Monitise plc,PNK,equity,,USD,Share,0.1765,,0.8690,231.29M,1851580
ZUARIGLOB.NS,ZUARI GLOBAL LIMITED,NSI,equity,,,Share,,,,,
FAU.V,Fire River Gold Corp.,VAN,equity,,,Share,,,,,
SNDH,Standard Holdings Group Inc,PNK,equity,,USD,Share,0.0022,,0.0115,,163263
GSCPF,Parkit Enterprise Inc.,PNK,equity,,,Share,0,,,,
ELWD.OB,EAGLE WORLDWIDE INC,OBB,equity,,,Share,,,,,
NVAY.MU,JASMINE INTL NVDR,MUN,equity,,EUR,Share,0.16,,0.21,,30
GFPMF,Gale Force Petroleum Inc.,PNK,equity,,USD,Share,0.030,,0.060,1.44M,27895
PCDVF,Pacific Century Regional Developments Limited,PNK,equity,,,Share,0,,0,,
BGOUF,Bang & Olufsen Holding A/S,PNK,equity,,USD,Share,0.00,,,,
TRUMY,Terumo Corporation,PNK,equity,,USD,Share,23.21,,27.75,9.31B,30
SYMM,Symmetricom Inc.,NMS,equity,,,Share,,,,,
PV.MX,PENA VERDE,MEX,equity,,MXN,Share,9.00,,9.30,,43848
XLEFF,XXL ENERGY CORP,PNK,equity,,USD,Share,0.091,,0.190,,16
ISVLF,IMPACT Silver Corp.,PNK,equity,,USD,Share,0.1654,,0.5900,9.11M,11413
4747.TWO,JOHNSON CHEMICAL P TWD10,TWO,equity,,TWD,Share,42.33,,74.38,,32510
NGX.AX,NORSEMAN CDI 1:1,ASX,equity,,AUD,Share,0.041,,0.041,,
PLLAF,Play LA Inc.,PNK,equity,,,Share,,,,,
133047.L,NB DIST DEB INV USD,LSE,equity,,,Share,,,,,
DSM,Dreyfus Strategic Municipal Bond Fund Inc.,NYQ,equity,,USD,Share,7.78,,8.34,,94251
YATRA.AS,YATRA CAPITAL,AMS,equity,,EUR,Share,5.29,,6.52,,2897
KGTTF,Keppel Infrastructure Trust,PNK,equity,,,Share,0,,,,
NSANF,Nissan Motor Co. Ltd.,PNK,equity,,USD,Share,10.17,,10.88,40.76B,10159
POS.L,PLEXUS HOLDINGS,LSE,equity,,GBp,Share,222.29,,290.00,196.10M,5943
MISVF,Minco Silver Corporation,PNK,equity,,USD,Share,0.4203,,0.9800,22.84M,4483
NSRGY.PK,NESTLE SA REG SHRS S,PNK,equity,,,Share,,,,,
015.SG,SPROTT RESOURCE,STU,equity,,EUR,Share,0.695,,2.303,,1300
WLHSF,Wilh. Wilhelmsen Holding ASA,PNK,equity,,USD,Share,25.78,,33.15,,11
OMCY,Broadband Networks Wireless Internet,PNK,equity,,,Share,0,,,,
GNT.V,Gentor Resources Inc.,VAN,equity,,CAD,Share,0.06,,0.21,5.72M,1828
JAMESWARREN.BO,JAMES WARREN TEA LTD,BSE,equity,,,Share,,,,,
AITUF,Anritsu Corp.,PNK,equity,,,Share,0,,,,
XLGLF,XL GROUP LTD,PNK,equity,,USD,Share,846.57,,858.75,,22
GBQ.SG,GBK BETEILIGUNGEN,STU,equity,,EUR,Share,7.718,,8.350,,386
JGCCF,JGC Corp.,PNK,equity,,USD,Share,19.46,,31.04,,27
OMCY.PK,OMNICITY CORP,PNK,equity,,,Share,,,,,
ZHIMATMO.BO,HIMATSINGKA MOTOR WORKS LTD.,BSE,equity,,,Share,,,,,
Y2WA.BE,ZHONGTIAN INTL,BER,equity,,EUR,Share,0.26,,0.57,,106
TTDKY,TDK Corp.,PNK,equity,,USD,Share,78.45,,83.41,9.16B,5878
MMF,Bank of America Corporation MIT,PCX,equity,,,Share,0,,,,
ZSC.SG,Sharps Compliance Corp.,STU,equity,,EUR,Share,5.198,,6.311,74.58M,2
019010.KQ,Grand Department Store Co. Ltd.,KOE,equity,,KRW,Share,0.00,,14750.00,51.26B,
EREPF,Zonte Metals Inc.,PNK,equity,,USD,Share,0.0534,,0.0800,625488.00,2929
ZMSPF.PK,ZECOTEK PHOTONICS,PNK,equity,,,Share,,,,,
GCPEF,GCL-Poly Energy Holdings Ltd.,PNK,equity,,USD,Share,0.243,,0.400,3.22B,15181
CWS.ST,COMFORT WINDOWS,STO,equity,,,Share,0,,0,,
OEL.V,Octant Energy Corp.,VAN,equity,,,Share,,,,,
IHD,Voya Emerging Markets High Inco,NYQ,equity,,USD,Share,9.93,,12.94,,57238
HOTELEELA6.BO,HOTEL LEELA VENTURE LTD,BSE,equity,,,Share,,,,,
QS8.BE,QC HOLDINGS,BER,equity,,EUR,Share,1.79,,2.09,,
ITCFY,Investec Limited,PNK,equity,,USD,Share,17.65,,18.24,7.71B,2
FTHI,First Trust High Income ETF,NGM,equity,,USD,Share,20.69,,21.69,,2648
HOWWY,Hopewell Holdings Ltd.,PNK,equity,,USD,Share,3.74,,4.03,3.05B,11327
A1OS.BE,ALL FOR ONE STEEB,BER,equity,,EUR,Share,44.24,,52.25,,93
GKO.L,GREENKO GROUP,LSE,equity,,GBp,Share,52.94,,186.33,97.35M,234836
EMLAF,Empire Company Limited,PNK,equity,,USD,Share,72.02,,76.23,6.40B,189
COLLF.PK,COLLINS STEWART PLC ORD,PNK,equity,,,Share,,,,,
VQSLF.PK,VIQ SOLUTIONS INC,PNK,equity,,,Share,,,,,
AVLY.PK,ALLEGHENY VAL BCP PA,PNK,equity,,,Share,,,,,
XAR.BE,XAAR,BER,equity,,EUR,Share,6.53,,7.24,,
AJX.TO,AgJunction Inc.,TOR,equity,,CAD,Share,0.58,,0.84,36.16M,87091
PNGY,PATRIOT ENERGY CORP,PNK,equity,,,Share,0,,,,
NVTZF,Navitas Limited,PNK,equity,,USD,Share,0.00,,,,
MKRMF,Valora Holding AG,PNK,equity,,USD,Share,210.01,,263.00,681.95M,5
EUGFF,Dundee Energy Limited,PNK,equity,,USD,Share,0.0526,,0.2400,10.50M,7592
RIOCF,Riocan Real Estate Investment Trust,PNK,equity,,USD,Share,21.87,,25.99,6.91B,9060
L5G.SI,DBXT DBCBLEB US$,SES,equity,,USD,Share,13.49,,18.30,,10
BDUUF,Bangkok Dusit Medical Services Public Company Limited,PNK,equity,,,Share,1,,1,,
TSTIF,TSO3 Inc.,PNK,equity,,USD,Share,1.2431,,1.5200,99.26M,5268
JSYSF.PK,JUSTSYSTEM CORP TOKU,PNK,equity,,,Share,,,,,
WFG1.SG,WEST CHINA CEMENT,STU,equity,,EUR,Share,0.154,,0.202,,1235
ASRVP,AmeriServ Financial Inc.,NGM,equity,,USD,Share,30.45,,32.36,,33911
WOOD,iShares Global Timber & Forestry,NGM,equity,,USD,Share,53.58,,56.69,,15125
JSAIY.PK,J SAINSBURY ADR NEW,PNK,equity,,,Share,,,,,
BRRAF.PK,BARLOWORLD LTD ORD,PNK,equity,,,Share,,,,,
WABAG.BO,VA TECH WABAG LTD.,BSE,equity,,,Share,,,,,
JRCC,James River Coal Co.,NMS,equity,,,Share,0,,,,
3419.TW,WHA YU INDUSTRIAL TWD10,TAI,equity,,TWD,Share,11.96,,17.35,1.41B,205485
VWLTF.PK,VTION WIRELESS TECHN,PNK,equity,,,Share,,,,,
YYINE,Yayi International Inc.,PNK,equity,,USD,Share,0.025,,0.035,555534.00,440
BKUT,Bank of Utica,PNK,equity,,,Share,0,,,,
ERMAF.PK,ERAMET ORDS FGN,PNK,equity,,,Share,,,,,
OLE.MC,DEOLEO,MCE,equity,,,Share,,,,,
VLXGF.PK,VOLEX GROUP PLC ORD,PNK,equity,,,Share,,,,,
AVHNF.PK,ACKERMANS & VAN HAAR,PNK,equity,,,Share,,,,,
KYE.SG,AEGERION PHARMA,STU,equity,,EUR,Share,17.153,,28.219,,5
U2U.SI,Yangzijiang.ES.1404,SES,equity,,,Share,,,,,
WB1.F,WESTAMER BANCORP,FRA,equity,,EUR,Share,42.663,,47.030,,
VRTY,Verity Corp.,PNK,equity,,USD,Share,0.075,,0.320,865045.00,6767
FVPQ11.SA,FII V PARQUE-CI,SAO,equity,,BRL,Share,174.89,,178.00,,
TORW,The Torrington Water Company,PNK,equity,,USD,Share,37.86,,40.00,,29
VEENATX.BO,VEENA TEXTILES LTD.,BSE,equity,,,Share,,,,,
ZZ7B.F,ARC GROUP WORLDWIDE,FRA,equity,,EUR,Share,4.905,,16.504,,381
4527.TWO,KLUEN LING MACHINE TWD10,TWO,equity,,TWD,Share,26.73,,34.25,,74710
NIPMF,NIPPON MEATPACKERS  ,PNK,equity,,,Share,,,,,
QIN.HM,QINGLING MOTORS -H-,HAM,equity,,EUR,Share,0.32,,0.38,,6000
KMRCF.PK,KOMORI CORP,PNK,equity,,,Share,,,,,
KGL-BE.NS,KARUTURI GLOBAL LIMITED,NSI,equity,,,Share,,,,,
WZENY,Webzen Inc.,PNK,equity,,USD,Share,9.33,,11.76,1.03B,1186
JCR.BE,JCR PHARMACEUTICALS,BER,equity,,EUR,Share,21.66,,22.89,,1
DSKIF,Daiseki Co. Ltd.,PNK,equity,,USD,Share,0.0000,,,894.89M,
QPDC,Quality Products Inc.,PNK,equity,,,Share,0,,24,,
NAN.V,North American Nickel Inc.,VAN,equity,,CAD,Share,0.22,,0.63,34.59M,22166
HTHIY,Hitachi Ltd.,PNK,equity,,USD,Share,66.48,,81.45,30.78B,40719
SWUT.VI,SW UMWELTTECHNIK,VIE,equity,,EUR,Share,6.52,,8.00,,695
KWHIY,Kawasaki Heavy Industries Ltd.,PNK,equity,,USD,Share,19.42,,21.40,7.72B,3537
WIRX,Wireless Xcessories Group Inc.,PNK,equity,,USD,Share,0.581,,1.220,2.44M,5798
ORNC,Oranco Inc.,OBB,equity,,USD,Share,0.00,,,,
ARDC,Ares Dynamic Credit Allocation ,NYQ,equity,,USD,Share,15.75,,17.99,263.67M,44995
GEDSF,Chemical WKS Of Richter Gedeon Plc,PNK,equity,,,Share,0,,,,
VPGDF.PK,VIPER GOLD LTD,PNK,equity,,,Share,,,,,
MLBI.JK,Multi Bintang Indonesia Tbk.,JKT,equity,,IDR,Share,6963.51,,14305.50,,42320
GAINP,Gladstone Investment Corporatio,NMS,equity,,USD,Share,25.80,,26.65,,2397
FGX-WTB.TO,FAIRCOURT GOLD INCOME CORP WTS ,TOR,equity,,,Share,,,,,
MASC,Material Sciences Corporation,NCM,equity,,,Share,,,,,
BPKKF,BP CASTROL KK,PNK,equity,,,Share,0,,,,
QRNNF.PK,AURIZON HOLDINGS LTD,PNK,equity,,,Share,,,,,
